pt0,5746141.6791,1162025.3889,138.1676,ku
pt1,5746140.1029,1162019.9673,138.3059,ber
pt2,5746140.0837,1162018.0907,138.2879,ber
pt3,5746139.4914,1162016.6296,138.2229,ber
pt4,5746144.4406,1161994.2420,138.4224,der
pt5,5746144.5449,1161995.0365,138.4812,kolit
pt6,5746144.5503,1161995.0418,138.4866,z
pt7,5746136.5815,1161985.5768,138.3762,z
pt8,5746132.3380,1161988.3586,138.4679,dor
pt9,5746126.6855,1161982.3932,138.4141,dor
pt10,5746124.0576,1161983.3594,138.4089,dor
pt11,5746125.9144,1161987.4772,138.4382,dor
pt12,5746123.9407,1161990.9688,138.4192,dor
pt13,5746119.4667,1161993.8029,138.4426,dor
pt14,5746117.2027,1161994.3163,138.4914,z
pt15,5746116.7921,1161993.8163,138.7001,der
pt16,5746118.5675,1161988.0936,138.2731,ber
pt17,5746118.6806,1161973.7190,138.3500,z
pt18,5746118.9024,1161971.8338,138.4017,dor
pt19,5746120.8381,1161970.6597,138.4284,dor
pt20,5746122.1894,1161967.7332,138.3923,z
pt21,5746122.1912,1161967.7429,138.4016,kolit
pt22,5746118.5354,1161964.1566,138.3147,kolit
pt23,5746118.4566,1161964.0668,138.3473,kolit
pt24,5746118.3328,1161963.9097,138.6296,z
pt25,5746114.9683,1161967.4098,138.3674,kolit
pt26,5746115.5037,1161968.3328,138.3490,kolit
pt27,5746115.4815,1161968.3262,138.3534,z
pt28,5746117.6339,1161971.1384,138.2374,nav
pt29,5746121.9675,1161979.5579,138.3739,kn5
pt30,5746122.3764,1161975.5407,138.3756,kn5
pt31,5746106.1135,1161997.7752,138.2633,kn20
pt32,5746108.3649,1161993.9538,138.6987,der
pt33,5746111.3684,1161994.1029,138.5772,ber
pt34,5746151.5748,1161992.7727,138.7832,z
pt35,5746147.3112,1161989.0355,138.3383,dor
pt36,5746150.3535,1161989.5934,138.4742,dor
pt37,5746117.9057,1161963.1798,138.4575,z
pt38,5746108.8506,1161954.2574,138.4780,z
pt39,5746113.4688,1161946.3184,138.6922,nav10
pt40,5746114.1747,1161943.0519,138.6024,nav10
pt41,5746112.6681,1161937.3869,139.0719,der
pt42,5746113.4303,1161933.4711,139.0396,stvor
pt43,5746114.0316,1161937.3411,139.1171,n
pt44,5746112.3272,1161925.4276,139.3594,z
pt45,5746112.3297,1161925.4285,139.3585,kolit
pt46,5746116.1906,1161925.7025,139.2783,kolit
pt47,5746116.1825,1161925.7138,139.2762,z
pt48,5746116.9191,1161924.3714,139.4807,asf
pt49,5746127.5183,1161925.6537,139.3504,z
pt50,5746133.4642,1161924.6421,139.4106,asf
pt51,5746144.4649,1161924.3167,139.4136,asf
pt52,5746145.4087,1161925.2978,139.3662,z
pt53,5746149.9625,1161925.6980,139.4259,z
pt54,5746151.8447,1161925.2452,139.3149,z
pt55,5746144.7128,1161926.9272,139.3263,n
pt56,5746151.1518,1161929.9825,139.0736,der
pt57,5746151.9981,1161931.0987,139.1489,z
pt58,5746149.7851,1161931.4655,139.1528,dor
pt59,5746147.4229,1161931.1977,139.1686,dor
pt60,5746146.6497,1161926.6751,139.1809,dor
pt61,5746148.5329,1161925.9771,139.2394,dor
pt62,5746149.5642,1161924.6306,139.3265,dor
pt63,5746145.8738,1161924.4358,139.3697,dor
pt64,5746144.9439,1161921.5749,139.4476,asf
pt65,5746135.8980,1161921.7763,139.3877,asf
pt66,5746111.5090,1161924.6879,139.4062,asf
pt67,5746110.9760,1161925.9878,139.3208,asf
pt68,5746108.0213,1161925.8253,139.3614,asf
pt69,5746108.0959,1161924.3129,139.3950,asf
pt70,5746106.2970,1161923.2414,139.4614,asf
pt71,5746106.2791,1161924.5188,139.3881,z
pt72,5746106.2622,1161924.5822,139.3848,kolit
pt73,5746107.2568,1161925.3595,139.3738,cem
pt74,5746106.4136,1161925.2920,139.3854,cem
pt75,5746105.4286,1161931.8777,139.0272,kj
pt76,5746110.0613,1161938.4388,139.0169,kol
pt77,5746109.1853,1161938.2909,139.0694,asf
pt78,5746107.1514,1161937.9396,139.1457,asf
pt79,5746106.4060,1161937.8027,139.2401,cem
pt80,5746106.7936,1161932.0777,139.2225,cem
pt81,5746105.7783,1161930.8677,139.2269,cem
pt82,5746104.5771,1161930.7926,139.2522,cem
pt83,5746104.0944,1161941.8177,139.0773,kj
pt84,5746104.0911,1161941.8103,139.0844,nav
pt85,5746104.1800,1161946.2319,138.9356,cem
pt86,5746105.6882,1161923.2698,139.4881,asf
pt87,5746092.8707,1161921.7941,139.5680,asf
pt88,5746091.0305,1161922.4318,139.4972,shkaf
pt89,5746090.3066,1161922.4508,139.5514,op
pt90,5746088.5415,1161922.1610,139.5311,z
pt91,5746088.2531,1161924.8779,139.8333,z
pt92,5746088.1949,1161924.9238,139.8219,kn
pt93,5746082.7636,1161924.5238,139.5278,kn
pt94,5746082.6248,1161924.4904,139.5022,z
pt95,5746077.1193,1161921.1956,139.3947,z
pt96,5746077.7719,1161919.9785,139.5047,asf
pt97,5746093.4145,1161930.1845,139.3584,kj
pt98,5746093.4029,1161930.6697,138.8192,gaz
pt99,5746090.5160,1161926.2295,138.9794,op
pt100,5746089.1386,1161923.6921,139.5753,kol
pt101,5746089.0978,1161925.7268,139.2754,cem
pt102,5746088.7387,1161929.9920,139.1891,cem
pt103,5746089.8651,1161930.8701,139.1600,cem
pt104,5746091.5295,1161930.4311,139.1976,cem
pt105,5746092.5013,1161929.9364,139.2954,cem
pt106,5746087.7524,1161933.4149,139.1264,kn
pt107,5746087.6746,1161933.4510,139.0768,cem
pt108,5746088.0810,1161933.6656,139.1414,cem
pt109,5746077.0301,1161921.3468,139.2277,z
pt110,5746076.0076,1161919.7401,139.3536,asf
pt111,5746072.7906,1161920.3398,139.2046,gaz
pt112,5746070.9250,1161919.9554,139.1897,z
pt113,5746070.4141,1161919.1058,139.2124,asf
pt114,5746067.1381,1161919.3957,139.1501,asf
pt115,5746061.9856,1161922.4719,139.0477,asf
pt116,5746063.0232,1161922.7709,139.0721,z
pt117,5746057.7672,1161930.3255,138.7543,asf
pt118,5746059.2478,1161934.4627,138.4378,z
pt119,5746052.7272,1161941.0063,138.4164,asf
pt120,5746053.9271,1161944.5817,138.2277,z
pt121,5746045.7384,1161953.9746,138.2581,asf
pt122,5746045.9684,1161959.8664,138.2377,ber
pt123,5746041.4419,1161964.3542,138.2835,asf
pt124,5746041.5180,1161966.8917,138.2499,op
pt125,5746041.7378,1161966.9326,138.3199,z
pt126,5746039.9647,1161969.3203,138.3068,asf
pt127,5746040.8856,1161970.6378,138.3666,op
pt128,5746040.4612,1161970.5047,138.3518,kolit
pt129,5746040.4312,1161970.5505,138.4460,nav
pt130,5746042.3521,1161971.2047,138.4094,nav
pt131,5746042.5300,1161970.7793,138.2635,n
pt132,5746042.3733,1161967.6933,138.1176,z
pt133,5746056.3632,1161968.5296,138.1093,z
pt134,5746056.2735,1161969.0914,138.1782,dor
pt135,5746056.7137,1161971.3178,138.2787,dor
pt136,5746055.7850,1161971.7718,138.2509,n
pt137,5746055.8008,1161973.7648,138.3527,n
pt138,5746055.8225,1161973.7895,138.4603,nav
pt139,5746035.6530,1161970.3254,138.3141,kolit
pt140,5746035.4920,1161970.1323,138.3108,tua
pt141,5746035.5451,1161970.1861,138.2930,cem
pt142,5746035.5661,1161969.5353,138.2569,cem
pt143,5746033.1805,1161969.7986,138.3087,tua
pt144,5746030.6637,1161969.0795,138.2498,kn
pt145,5746030.6732,1161969.0677,138.2564,cem
pt146,5746026.0248,1161968.2804,138.3125,kn
pt147,5746023.0796,1161968.1605,138.2115,n
pt148,5746022.4587,1161967.3716,138.2073,z
pt149,5746022.1148,1161969.8132,138.3058,z
pt150,5746024.2429,1161966.3961,138.1810,ber
pt151,5746027.6647,1161966.9113,138.4439,asf
pt152,5746028.9451,1161963.8997,138.3464,asf
pt153,5746032.9084,1161959.6519,138.3388,asf
pt154,5746032.1946,1161958.1043,138.2857,z
pt155,5746034.4389,1161955.7710,138.3641,ber
pt156,5746034.2162,1161970.6328,138.2182,ber
pt157,5746032.3591,1161970.4241,138.3632,z
pt158,5746032.4001,1161970.4739,138.3792,kolit
pt159,5746031.2700,1161970.4412,138.3632,kolit
pt160,5746030.7259,1161970.4277,138.3268,z
pt161,5746032.3820,1161971.1873,138.2332,z
pt162,5746032.6038,1161971.2899,138.3437,nav
pt163,5746038.1074,1161970.3947,138.3398,kj15
pt164,5746031.3180,1161970.4650,138.3160,kj15
pt165,5746034.6154,1161955.6013,138.2467,der
pt166,5746040.5693,1161953.3545,138.2828,asf
pt167,5746038.9620,1161950.8615,138.3896,z
pt168,5746038.9775,1161950.8374,138.3565,kolit
pt169,5746044.7712,1161946.7763,138.5906,op
pt170,5746045.2989,1161944.7455,138.6922,z
pt171,5746041.0103,1161949.3496,138.7047,z
pt172,5746040.7426,1161949.3842,138.7651,kolit
pt173,5746038.5979,1161951.4355,138.5787,nav
pt174,5746046.1398,1161947.4695,138.4587,asf
pt175,5746045.6904,1161944.2179,138.7290,nav
pt176,5746046.6630,1161941.1122,138.7477,nav
pt177,5746050.3361,1161938.3242,138.6541,asf
pt178,5746051.8755,1161935.0443,138.7492,asf
pt179,5746050.1245,1161933.9350,138.8293,asf
pt180,5746049.0003,1161933.9985,138.8453,z
pt181,5746048.7169,1161934.1528,138.8946,kolit
pt182,5746048.6969,1161934.0798,138.9599,cem
pt183,5746049.8044,1161929.4758,138.9613,cem
pt184,5746049.8043,1161929.4738,138.9370,z
pt185,5746049.8040,1161929.4766,138.9599,kolit
pt186,5746050.1615,1161929.5876,138.9316,asf
pt187,5746050.9368,1161929.7753,138.9009,asf
pt188,5746053.1787,1161928.3535,138.9579,asf
pt189,5746050.1142,1161928.3189,139.4952,z
pt190,5746054.2232,1161924.1129,138.9501,asf
pt191,5746054.7641,1161921.1674,139.0910,asf
pt192,5746054.1303,1161919.3925,139.0983,asf
pt193,5746053.2143,1161919.0518,139.1131,asf
pt194,5746052.8933,1161918.7381,139.0984,cem
