pt0,7756.2262,7560.6387,150.9471,shkaf
pt1,7753.6334,7558.3949,150.8790,shkaf
pt2,7765.2602,7592.1269,151.1177,kol
pt3,7762.7475,7602.4628,151.2862,kol
pt4,7765.0783,7604.2555,150.8770,kol
pt5,7750.4988,7613.2087,151.8550,kol
pt6,7750.3146,7611.0425,151.6338,kol
pt7,7746.2563,7610.6930,151.7189,kol
pt8,7741.4707,7601.0451,151.7037,kol
pt9,7735.1098,7596.2554,152.1033,kol
pt10,7720.8409,7607.0896,152.4758,kol
pt11,7718.3801,7610.7126,152.1006,kol
pt12,7716.4052,7602.2140,152.6139,kol
pt13,7705.1926,7589.0966,153.1074,kol
pt14,7712.9573,7589.6883,153.1627,tabl
pt15,7705.8731,7576.9753,153.5673,tabl
pt16,7702.9547,7574.7075,153.4215,kover
pt17,7701.5839,7568.2746,153.6937,kol
pt18,7714.5036,7569.6813,153.0195,gaz
pt19,7714.9920,7569.5887,153.1041,tabl
pt20,7740.7343,7571.7465,151.3615,kol
pt21,7766.7622,7559.5082,150.4397,kol
pt22,7672.2913,7568.0440,154.0358,gaz
pt23,7672.5137,7568.2758,154.0408,tabl
pt24,7678.5037,7554.3080,154.6812,tabl
pt25,7695.5096,7540.0206,154.8336,tabl
pt26,7710.7782,7537.7309,153.8387,shkaf
pt27,7693.7659,7530.0746,154.9835,shkaf
pt28,7768.8347,7494.7850,151.5608,livn
pt29,7683.1434,7440.1109,153.6154,shkaf
pt30,7686.1686,7437.5612,153.3566,bmv
pt31,7680.8812,7428.3699,153.3175,shkaf
pt32,7688.9607,7427.0871,153.4015,kol
pt33,7690.5941,7432.7993,153.0829,kol
pt34,7715.2110,7415.2854,152.1012,kol
pt35,7724.2665,7409.9102,151.5672,shkaf
pt36,7727.0887,7401.1678,151.8693,kol
pt37,7731.3491,7393.9048,151.2850,shkaf
pt38,7738.6494,7398.9784,150.9871,kol
pt39,7746.2607,7383.4881,150.6047,shkaf
pt40,7751.6009,7380.1115,150.6088,kol
pt41,7762.3454,7381.8203,150.5079,kol
pt42,7774.6947,7368.7144,150.1411,kol
pt43,7786.3511,7371.4015,149.9044,kol
pt44,7790.9645,7357.6125,149.7347,stb_g
